Country Name,"Country Code","Series","Series Code","2000 [YR2000]","2005 [YR2005]","2010 [YR2010]","2015 [YR2015]","2020 [YR2020]"
Rwanda,"RWA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.09511","..","4.61529","3.63234",".."
Rwanda,"RWA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","64.8886","..","65.85227","..",".."
Rwanda,"RWA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","77.62033","..","77.34463","..",".."
Samoa,"WSM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.58293","..","..","..",".."
Samoa,"WSM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Samoa,"WSM","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
San Marino,"SMR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","2.62884","..",".."
San Marino,"SMR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
San Marino,"SMR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Sao Tome and Principe,"STP","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","4.85645","9.65147","3.8645",".."
Sao Tome and Principe,"STP","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Sao Tome and Principe,"STP","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Saudi Arabia,"SAU","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","5.90982","5.43092","..","..",".."
Saudi Arabia,"SAU","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","79.35094","..","..","..",".."
Saudi Arabia,"SAU","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","95.91316","..","..","..",".."
Senegal,"SEN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.49412","4.05773","5.18252","5.45638",".."
Senegal,"SEN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Senegal,"SEN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Serbia,"SRB","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","4.32781","3.78902",".."
Serbia,"SRB","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Serbia,"SRB","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Seychelles,"SYC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Seychelles,"SYC","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","93.95423","..",".."
Seychelles,"SYC","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","98.97134","..",".."
Sierra Leone,"SLE","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.94937","2.79698","2.58864","..",".."
Sierra Leone,"SLE","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Sierra Leone,"SLE","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Singapore,"SGP","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.3213","3.19596","3.08044","..",".."
Singapore,"SGP","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","92.5494","..","95.85733","96.82549",".."
Singapore,"SGP","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","99.5046","..","99.75182","99.7849",".."
Sint Maarten (Dutch part),"SXM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Sint Maarten (Dutch part),"SXM","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Slovak Republic,"SVK","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.86468","3.75996","4.08471","4.59954",".."
Slovak Republic,"SVK","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Slovak Republic,"SVK","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Slovenia,"SVN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","5.60408","5.54546","4.90953",".."
Slovenia,"SVN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Slovenia,"SVN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Small states,"SST","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Small states,"SST","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","81.58442","84.11855","83.99236","86.40521",".."
Small states,"SST","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","89.86343","90.74701","89.14174","91.22653",".."
Solomon Islands,"SLB","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","9.86063","..",".."
Solomon Islands,"SLB","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Solomon Islands,"SLB","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Somalia,"SOM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Somalia,"SOM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Somalia,"SOM","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
South Africa,"ZAF","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","5.44358","5.0632","5.72174","5.95619",".."
South Africa,"ZAF","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","92.87732","94.36792",".."
South Africa,"ZAF","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","98.64413","98.95578",".."
South Asia,"SAS","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.55011510848999","3.23186993598938","3.42347002029419","2.9460198879242",".."
South Asia,"SAS","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","57.68935","60.64293","66.01901","69.65735",".."
South Asia,"SAS","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","71.9553","77.17958","82.21069","86.96437",".."
South Asia (IDA & IBRD),"TSA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
South Asia (IDA & IBRD),"TSA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","57.68935","60.64293","66.01901","69.65735",".."
South Asia (IDA & IBRD),"TSA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","71.9553","77.17958","82.21069","86.96437",".."
South Sudan,"SSD","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","1.46556",".."
South Sudan,"SSD","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
South Sudan,"SSD","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Spain,"ESP","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.16605","4.14432","4.85608","4.28657",".."
Spain,"ESP","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","97.75069","97.7489","98.14326",".."
Spain,"ESP","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","99.53779","99.59463","99.65568",".."
Sri Lanka,"LKA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","1.71774","2.22875",".."
Sri Lanka,"LKA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","91.18136","..",".."
Sri Lanka,"LKA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","98.15793","..",".."
St. Kitts and Nevis,"KNA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.61109","3.629","..","2.64346",".."
St. Kitts and Nevis,"KNA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
St. Kitts and Nevis,"KNA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
St. Lucia,"LCA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","4.23896","3.4829","3.86773",".."
St. Lucia,"LCA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
St. Lucia,"LCA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
St. Martin (French part),"MAF","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
St. Martin (French part),"MAF","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
St. Martin (French part),"MAF","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
St. Vincent and the Grenadines,"VCT","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","7.91381","6.35081","5.08523","..",".."
St. Vincent and the Grenadines,"VCT","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
St. Vincent and the Grenadines,"VCT","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Sub-Saharan Africa,"SSF","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.17347502708436","3.63169002532959","3.83617508411408","..",".."
Sub-Saharan Africa,"SSF","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","55.98176","58.52419","58.73373","63.54936",".."
Sub-Saharan Africa,"SSF","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","66.21408","68.45287","69.20704","74.40408",".."
Sub-Saharan Africa (excluding high income),"SSA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.17347502708436","3.63169002532959","3.83617508411408","..",".."
Sub-Saharan Africa (excluding high income),"SSA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","55.90881","58.45847","58.66814","63.49286",".."
Sub-Saharan Africa (excluding high income),"SSA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","66.16482","68.41505","69.17118","74.37785",".."
Sub-Saharan Africa (IDA & IBRD countries),"TSS","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Sub-Saharan Africa (IDA & IBRD countries),"TSS","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","55.98176","58.52419","58.73373","63.54936",".."
Sub-Saharan Africa (IDA & IBRD countries),"TSS","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","66.21408","68.45287","69.20704","74.40408",".."
Sudan,"SDN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","1.01218","1.56307","..","..",".."
Sudan,"SDN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","61.34587","..","..","..",".."
Sudan,"SDN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","78.15559","..","..","..",".."
Suriname,"SUR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Suriname,"SUR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","94.67575","..",".."
Suriname,"SUR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","98.37664","..",".."
Sweden,"SWE","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","6.74015","6.5064","6.52269","7.4439",".."
Sweden,"SWE","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Sweden,"SWE","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Switzerland,"CHE","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.7814","5.2041","4.92605","5.10057",".."
Switzerland,"CHE","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Switzerland,"CHE","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Syrian Arab Republic,"SYR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Syrian Arab Republic,"SYR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Syrian Arab Republic,"SYR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Tajikistan,"TJK","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.32871","3.51213","4.00675","5.23139",".."
Tajikistan,"TJK","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","99.45068","..","..","..",".."
Tajikistan,"TJK","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","99.84706","..","..","..",".."
Tanzania,"TZA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","3.54625","4.5417","..",".."
Tanzania,"TZA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","67.8007","77.88723",".."
Tanzania,"TZA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","74.56052","85.75514",".."
Thailand,"THA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","5.25346","3.93859","3.50844","..",".."
Thailand,"THA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","92.64654","93.50647","96.43091","92.86831",".."
Thailand,"THA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","97.97539","98.0509","96.59757","98.14663",".."
Timor-Leste,"TLS","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","11.10764","8.43326",".."
Timor-Leste,"TLS","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","58.30898","..",".."
Timor-Leste,"TLS","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","79.52868","..",".."
Togo,"TGO","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.9209","3.15978","4.09635","5.1086",".."
Togo,"TGO","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","53.1776","..","..","63.74562",".."
Togo,"TGO","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","74.43957","..","..","84.29011",".."
Tokelau,"TKL","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Tokelau,"TKL","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Tokelau,"TKL","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Tonga,"TON","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.94077","..","..","..",".."
Tonga,"TON","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Tonga,"TON","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Trinidad and Tobago,"TTO","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.75565","..","..","..",".."
Trinidad and Tobago,"TTO","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","97.9","..","98.7","..",".."
Trinidad and Tobago,"TTO","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","99.4","..","99.6","..",".."
Tunisia,"TUN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","6.20198","6.45157","6.25481","6.59601",".."
Tunisia,"TUN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","79.13058","..",".."
Tunisia,"TUN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","97.17172","..",".."
Turkiye,"TUR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.52908","..","..","..",".."
Turkiye,"TUR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","88.22906","92.6606","95.60142",".."
Turkiye,"TUR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","96.11855","98.22459","99.49439",".."
Turkmenistan,"TKM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Turkmenistan,"TKM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Turkmenistan,"TKM","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Turks and Caicos Islands,"TCA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.71883","2.541","..","3.15745",".."
Turks and Caicos Islands,"TCA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Turks and Caicos Islands,"TCA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Tuvalu,"TUV","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Tuvalu,"TUV","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Tuvalu,"TUV","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Uganda,"UGA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.46167","..","1.74151","2.34049",".."
Uganda,"UGA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","73.21188","..",".."
Uganda,"UGA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","87.40883","..",".."
Ukraine,"UKR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.16623","6.06441","..","..",".."
Ukraine,"UKR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Ukraine,"UKR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
United Arab Emirates,"ARE","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
United Arab Emirates,"ARE","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","90.03385","..","93.22714",".."
United Arab Emirates,"ARE","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","95.00645","..","99.43",".."
United Kingdom,"GBR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","4.03119","4.93914","5.70324","5.55616",".."
United Kingdom,"GBR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
United Kingdom,"GBR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
United States,"USA","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
United States,"USA","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
United States,"USA","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Upper middle income,"UMC","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.98978006839753","4.02575993537902","4.54699015617371","..",".."
Upper middle income,"UMC","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","90.58653","92.38861","94.14792","95.09962",".."
Upper middle income,"UMC","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","97.67164","98.37015","98.45037","98.54937",".."
Uruguay,"URY","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","2.42255","2.71475","..","..",".."
Uruguay,"URY","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","98.07271","98.52387",".."
Uruguay,"URY","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","98.78419","98.9276",".."
Uzbekistan,"UZB","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","5.78638",".."
Uzbekistan,"UZB","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","98.64258","..","..","99.98383",".."
Uzbekistan,"UZB","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","99.87435","..","..","99.99996",".."
Vanuatu,"VUT","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","7.00363","..","..","5.39081",".."
Vanuatu,"VUT","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Vanuatu,"VUT","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
"Venezuela, RB","VEN","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
"Venezuela, RB","VEN","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","96.60522",".."
"Venezuela, RB","VEN","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","99.00763",".."
Viet Nam,"VNM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","5.13722","..",".."
Viet Nam,"VNM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","90.15613","..","..","..",".."
Viet Nam,"VNM","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","94.83651","..","..","..",".."
Virgin Islands (U.S.),"VIR","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","..","..",".."
Virgin Islands (U.S.),"VIR","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Virgin Islands (U.S.),"VIR","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
West Bank and Gaza,"PSE","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","6.72547","5.14136",".."
West Bank and Gaza,"PSE","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","94.93201","96.69073",".."
West Bank and Gaza,"PSE","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","99.24204","99.34061",".."
World,"WLD","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","3.94892001152039","4.13003015518188","4.622389793396","..",".."
World,"WLD","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","80.67543","82.2603","84.02163","85.54232",".."
World,"WLD","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","86.57406","88.47526","89.56742","91.03014",".."
"Yemen, Rep.","YEM","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","9.64552","..","..","..",".."
"Yemen, Rep.","YEM","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
"Yemen, Rep.","YEM","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
Zambia,"ZMB","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","1.78819","1.73553","..","4.62432",".."
Zambia,"ZMB","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","83.00767","..",".."
Zambia,"ZMB","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","88.71456","..",".."
Zimbabwe,"ZWE","Government expenditure on education as % of GDP (%)","SE.XPD.TOTL.GD.ZS","..","..","1.54406","..",".."
Zimbabwe,"ZWE","Adult literacy rate, population 15+ years, both sexes (%)","SE.ADT.LITR.ZS","..","..","..","..",".."
Zimbabwe,"ZWE","Youth literacy rate, population 15-24 years, both sexes (%)","SE.ADT.1524.LT.ZS","..","..","..","..",".."
,"","","","","","","",""
,"","","","","","","",""
,"","","","","","","",""
Data from database: Education Statistics - All Indicators,"","","","","","","",""
Last Updated: 06/25/2024,"","","","","","","",""
